query,score,chunk_id,document_id,text,stage,page_idx,source_file,headers_norm,content,type
工程量,0.5936611890792847,100-69-28,100,"【围墙工程】
第70页（OCR识别）
分部分项工程量清单与计价表
工程名称：围墙工程
标段：
第3页共6页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
合价
材料设备
单价
暂估合价
1.密实度满足设计要求
2.土方来源：现场开挖土方
12
010103001001
回填方
m3
3.其他：满足设计图纸，规范
1062.01
26.8628525.59
及招标文件要求
1.装车、运距、土石方类别：
投标人自行考虑
2.弃土场受纳处置费计入“工
13
010103002001
余方弃置
m3
程建设其他费用”中
321.49
40. 75
13100.72
3.其他：满足设计图纸，规范
及招标文件要求
分部小计
1464002. 90
本页小计
41626.31
合计
1464002. 90",土石方工程,69,100_origin.pdf,,"## 【围墙工程 - 第70页】

分部分项工程量清单与计价表
工程名称：围墙工程
标段：
第3页共6页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
合价
材料设备
单价
暂估合价
1.密实度满足设计要求
2.土方来源：现场开挖土方
12
010103001001
回填方
m3
3.其他：满足设计图纸，规范
1062.01
26.8628525.59
及招标文件要求
1.装车、运距、土石方类别：
投标人自行考虑
2.弃土场受纳处置费计入“工
13
010103002001
余方弃置
m3
程建设其他费用”中
321.49
40. 75
13100.72
3.其他：满足设计图纸，规范
及招标文件要求
分部小计
1464002. 90
本页小计
41626.31
合计
1464002. 90",positive
工程量,0.5756953954696655,100-112-48,100,"第113页（OCR识别）
分部分项工程量清单与计价表
工程名称：标识系统
标段：
第2页共5页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
标识标牌
050307009001
标志牌
m2
81324.00
18.80
1528891. 20
分部小计
1528891.20
本页小计
1528891.20
合计
1528891.20",土石方工程,112,100_origin.pdf,,"## 第113页（OCR识别）

分部分项工程量清单与计价表
工程名称：标识系统
标段：
第2页共5页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
标识标牌
050307009001
标志牌
m2
81324.00
18.80
1528891. 20
分部小计
1528891.20
本页小计
1528891.20
合计
1528891.20",positive
工程量,0.5657179355621338,100-68-27,100,"【围墙工程】
第69页（OCR识别）
分部分项工程量清单与计价表
工程名称：围墙工程
标段：
第2页共6页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
合价
材料设备
单价
暂估合价
围墙
1.C25钢筋混凝土基础
010501002001
基础
2.其他：满足设计图纸，规范
m3
358.14
714.28255812.24
及招标文件要求
1.C25钢筋混凝土柱
010502001001
矩形柱
2.其他：满足设计图纸，规范
2
m3
274.18
888.93243726.83
及招标文件要求
1.100厚C15混凝土垫层
010501001001
垫层
2.其他：满足设计图纸，规范
3
62.98
638.3040200.13
及招标文件要求
(1)现浇构件钢筋Φ6箍筋制安
010515001001
现浇构件钢筋
(2)其他：满足设计图纸，规范
4
1.522
7853.40
11952.87
及招标文件要求
(1)现浇构件钢筋①8箍筋制安
5
010515001002
现浇构件钢筋
(2)其他：满足设计图纸，规范
2.148
7802.0516758.80
及招标文件要求
1.现浇构件钢筋Φ10mm以内
制安
6
010515001003
现浇构件钢筋
2.其他：满足设计图纸，规范
7.964
6565.2452285.57
及招标文件要求
1.现浇构件钢筋①12mm制安
010515001004
现浇构件钢筋
2.其他：满足设计图纸，规范
7
5.480
6328.2734678.92
及招标文件要求
1.现浇构件钢筋Φ16mm制安
8
010515001005
现浇构件钢筋
2.其他：满足设计图纸，规范
9.702
6242.9360568.91
及招标文件要求
围墙2m高铁艺栏杆
竖向和横向30*3厚镀锌钢方通
铁艺栏杆
，红棕色氟炭漆饰面
9
050307006001
预埋50*50*6钢板，2Φ8锚筋
m
549.24
525.54288647.59
其他：满足设计图纸，规范及
招标文件要求
5厚仿荔枝面芝麻白真石漆
20厚1:3水泥砂浆
10
011406001001
抹灰面油漆
其他：满足设计图纸，规范及
m2
2231.00
180.79403342.49
招标文件要求
(1)机械挖沟槽土方，考虑6%
人工辅助挖土
11
010101003001
挖沟槽土方
(2)土壤类别：综合考虑
m3
1383.50
10.4114402.24
(3)具体见招标文件及相关技
术规范要求
本页小计
1422376.59",土石方工程,68,100_origin.pdf,,"## 【围墙工程 - 第69页】

分部分项工程量清单与计价表
工程名称：围墙工程
标段：
第2页共6页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
合价
材料设备
单价
暂估合价
围墙
1.C25钢筋混凝土基础
010501002001
基础
2.其他：满足设计图纸，规范
m3
358.14
714.28255812.24
及招标文件要求
1.C25钢筋混凝土柱
010502001001
矩形柱
2.其他：满足设计图纸，规范
2
m3
274.18
888.93243726.83
及招标文件要求
1.100厚C15混凝土垫层
010501001001
垫层
2.其他：满足设计图纸，规范
3
62.98
638.3040200.13
及招标文件要求
(1)现浇构件钢筋Φ6箍筋制安
010515001001
现浇构件钢筋
(2)其他：满足设计图纸，规范
4
1.522
7853.40
11952.87
及招标文件要求
(1)现浇构件钢筋①8箍筋制安
5
010515001002
现浇构件钢筋
(2)其他：满足设计图纸，规范
2.148
7802.0516758.80
及招标文件要求
1.现浇构件钢筋Φ10mm以内
制安
6
010515001003
现浇构件钢筋
2.其他：满足设计图纸，规范
7.964
6565.2452285.57
及招标文件要求
1.现浇构件钢筋①12mm制安
010515001004
现浇构件钢筋
2.其他：满足设计图纸，规范
7
5.480
6328.2734678.92
及招标文件要求
1.现浇构件钢筋Φ16mm制安
8
010515001005
现浇构件钢筋
2.其他：满足设计图纸，规范
9.702
6242.9360568.91
及招标文件要求
围墙2m高铁艺栏杆
竖向和横向30*3厚镀锌钢方通
铁艺栏杆
，红棕色氟炭漆饰面
9
050307006001
预埋50*50*6钢板，2Φ8锚筋
m
549.24
525.54288647.59
其他：满足设计图纸，规范及
招标文件要求
5厚仿荔枝面芝麻白真石漆
20厚1:3水泥砂浆
10
011406001001
抹灰面油漆
其他：满足设计图纸，规范及
m2
2231.00
180.79403342.49
招标文件要求
(1)机械挖沟槽土方，考虑6%
人工辅助挖土
11
010101003001
挖沟槽土方
(2)土壤类别：综合考虑
m3
1383.50
10.4114402.24
(3)具体见招标文件及相关技
术规范要求
本页小计
1422376.59",positive
工程量,0.563446044921875,100-172-68,100,"【海绵城市工程】
第173页（OCR识别）
分部分项工程量清单与计价表
工程名称：海绵城市工程
标段：
第2页共5页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
下沉绿地海绵设施
050307019001
海绵城市增加费
m2
17100.00
47.34809514.00
分部小计
809514.00
本页小计
809514.00
合计
809514.00",土石方工程,172,100_origin.pdf,,"## 【海绵城市工程 - 第173页】

分部分项工程量清单与计价表
工程名称：海绵城市工程
标段：
第2页共5页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
下沉绿地海绵设施
050307019001
海绵城市增加费
m2
17100.00
47.34809514.00
分部小计
809514.00
本页小计
809514.00
合计
809514.00",positive
工程量,0.5625165700912476,100-28-15,100,"【室外电气工程】
第29页（OCR识别）
分部分项工程量清单与计价表
工程名称：室外电气工程
标段：
第6页共9页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
分部小计
749455.20
分部小计
1977459. 86
本页小计
合计
1977459.86",土石方工程,28,100_origin.pdf,,"## 【室外电气工程 - 第29页】

分部分项工程量清单与计价表
工程名称：室外电气工程
标段：
第6页共9页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
分部小计
749455.20
分部小计
1977459. 86
本页小计
合计
1977459.86",positive
土质,0.43205106258392334,100-90-40,100,"【地面绿化】
第91页（OCR识别）
分部分项工程量清单与计价表
工程名称：地面绿化
标段：
第12页共16页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
(1)回填部位：屋顶种植
(2)回填450mm种植土，运距综
合考虑
(3)100厚砾石过滤层
种植土回填（花池
58
050101009003
(4)无纺布一层（满铺）
m3
2533.21
225.29570706.88
(5)330x330x24排蓄水板（满铺
(6)其他：满足设计图纸，规范
及招标文件要求
1.回填部位：一层室外及足球
场
种植土回填（足球
2.回填600mm种植土，运距综
59
050101009004
m3
场）
合考虑
8401.75
46.76392865.83
3.其他：满足设计图纸，规范
及招标文件要求
分部小计
1099181.84
树木迁移
1.名称：原有乔木
2.胸（地）径：25cm以外-30cm以
内
3.运距：综合考虑
050102001001
移植乔木
株
60
4.养护：养护期6个月
1081.21
2162.42
5.其他：不分树种综合考虑起
挖、种植，满足招标文件、设
计及规范要求
1.名称：原有乔木
2.胸（地）径：20cm以外-25cm以
内
3.运距：综合考虑
050102001002
移植乔木
株
61
4.养护：养护期6个月
34
883.44
30036.96
5.其他：不分树种综合考虑起
挖、种植，满足招标文件、设
计及规范要求
1.名称：原有乔木
2.胸（地）径：15cm以外-20cm以
内
3.运距：综合考虑
62
050102001003
移植乔木
株
4.养护：养护期6个月
111
702.37
77963.07
5.其他：不分树种综合考虑起
挖、种植，满足招标文件、设
计及规范要求
本页小计
1073735.16",土石方工程,90,100_origin.pdf,,"## 【地面绿化 - 第91页】

分部分项工程量清单与计价表
工程名称：地面绿化
标段：
第12页共16页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
(1)回填部位：屋顶种植
(2)回填450mm种植土，运距综
合考虑
(3)100厚砾石过滤层
种植土回填（花池
58
050101009003
(4)无纺布一层（满铺）
m3
2533.21
225.29570706.88
(5)330x330x24排蓄水板（满铺
(6)其他：满足设计图纸，规范
及招标文件要求
1.回填部位：一层室外及足球
场
种植土回填（足球
2.回填600mm种植土，运距综
59
050101009004
m3
场）
合考虑
8401.75
46.76392865.83
3.其他：满足设计图纸，规范
及招标文件要求
分部小计
1099181.84
树木迁移
1.名称：原有乔木
2.胸（地）径：25cm以外-30cm以
内
3.运距：综合考虑
050102001001
移植乔木
株
60
4.养护：养护期6个月
1081.21
2162.42
5.其他：不分树种综合考虑起
挖、种植，满足招标文件、设
计及规范要求
1.名称：原有乔木
2.胸（地）径：20cm以外-25cm以
内
3.运距：综合考虑
050102001002
移植乔木
株
61
4.养护：养护期6个月
34
883.44
30036.96
5.其他：不分树种综合考虑起
挖、种植，满足招标文件、设
计及规范要求
1.名称：原有乔木
2.胸（地）径：15cm以外-20cm以
内
3.运距：综合考虑
62
050102001003
移植乔木
株
4.养护：养护期6个月
111
702.37
77963.07
5.其他：不分树种综合考虑起
挖、种植，满足招标文件、设
计及规范要求
本页小计
1073735.16",positive
土质,0.4224114716053009,100-54-22,100,"【道路及广场铺装】
第55页（OCR识别）
分部分项工程量清单与计价表
工程名称：道路及广场铺装
标段：
第2页共7页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
道路及广场铺装
坐凳
清水砼坐凳，面层50mm厚清水
混凝土 (抛光)
10厚腻子磨平
MU7.5灰砂砖，M5水泥砂浆砌筑
050201004001
清水砼坐凳
100厚C15素混凝土垫层
m
45.50
533.98
24296.09
素土夯实≥93%
具体见招标文件及相关技术规
范要求
分部小计
24296.09
运动塑胶铺装
5mm厚硅PU
30厚细粒式沥青砼(AC-13I)
AL(M)-4沥青粘层油，用量为
0.4L/m2
40厚中粒式沥青砼（AC-20I)
2
011103001001
硅(PU)地面
m2
AL(M)-2沥青透层油，用量为
388.84
514.69200132.06
1.5L/m2
150厚C25砼垫层
100厚6%水泥石粉渣稳定层
素土夯实，密度度>93%
分部小计
200132.06
仿石材(人行)
芝麻灰仿石材PC砖
（600*300*20)
芝麻灰仿石PC砖（
20厚1:3水泥砂浆
3
050201001001
人行)
m2
150厚6%水泥石粉渣碾实
1837.91
189.61348486.12
素土夯实密实度≥93%或石粉
渣垫层
分部小计
348486.12
仿石材(车行)
30厚芝麻灰仿石材石英砖，稀
水泥浆擦缝（安装前应作防碱
背涂处理)
芝麻灰仿石石英砖
050201001002
30厚1:3干硬性砂浆
(车行)
m2
3270.00
468.31
1531373.70
300厚C25砼
200厚6%水泥石粉渣稳定层
素土夯实密实度≥93%
分部小计
1531373.70
透水沥青路面
本页小计
2104287.97",土石方工程,54,100_origin.pdf,,"## 【道路及广场铺装 - 第55页】

分部分项工程量清单与计价表
工程名称：道路及广场铺装
标段：
第2页共7页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
道路及广场铺装
坐凳
清水砼坐凳，面层50mm厚清水
混凝土 (抛光)
10厚腻子磨平
MU7.5灰砂砖，M5水泥砂浆砌筑
050201004001
清水砼坐凳
100厚C15素混凝土垫层
m
45.50
533.98
24296.09
素土夯实≥93%
具体见招标文件及相关技术规
范要求
分部小计
24296.09
运动塑胶铺装
5mm厚硅PU
30厚细粒式沥青砼(AC-13I)
AL(M)-4沥青粘层油，用量为
0.4L/m2
40厚中粒式沥青砼（AC-20I)
2
011103001001
硅(PU)地面
m2
AL(M)-2沥青透层油，用量为
388.84
514.69200132.06
1.5L/m2
150厚C25砼垫层
100厚6%水泥石粉渣稳定层
素土夯实，密度度>93%
分部小计
200132.06
仿石材(人行)
芝麻灰仿石材PC砖
（600*300*20)
芝麻灰仿石PC砖（
20厚1:3水泥砂浆
3
050201001001
人行)
m2
150厚6%水泥石粉渣碾实
1837.91
189.61348486.12
素土夯实密实度≥93%或石粉
渣垫层
分部小计
348486.12
仿石材(车行)
30厚芝麻灰仿石材石英砖，稀
水泥浆擦缝（安装前应作防碱
背涂处理)
芝麻灰仿石石英砖
050201001002
30厚1:3干硬性砂浆
(车行)
m2
3270.00
468.31
1531373.70
300厚C25砼
200厚6%水泥石粉渣稳定层
素土夯实密实度≥93%
分部小计
1531373.70
透水沥青路面
本页小计
2104287.97",positive
土质,0.39700084924697876,100-56-24,100,"【道路及广场铺装】
第57页（OCR识别）
分部分项工程量清单与计价表
工程名称：道路及广场铺装
标段：
第4页共7页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
工程量
综合
单位
材料设备
合价
单价
暂估合价
绿化与铺装交接处
500*200*200烧面芝麻深灰花
岗岩
10
050201003001
路牙铺设
20厚1:3水泥砂浆
m
3231.48
235.12759785.58
100厚C15砼
素土夯实，密度度>90%
绿化边缘收边花岗
600*150*50厚芝麻灰烧面花岗
11
050201003002
岩砌边
岩
m
2564.51
178.17456918.75
300厚MU7.5灰砂砖砌筑
500*100*50厚芝麻深灰火烧面
12
050201003003
共挤木收边平缘石
花岗岩平缘石
65.69
31.99
2101.42
30厚1:2水泥砂浆
分部小计
1218805.75
垃圾桶
(1)高度：0.8~1.2m
垃圾桶
13
050307017002
(2)其他：满足设计图纸，规范
个
31
520.00
16120.00
及招标文件要求
分部小计
16120.00
分部小计
5856765.42
本页小计
1234925.75
合
计
5856765.42",土石方工程,56,100_origin.pdf,,"## 【道路及广场铺装 - 第57页】

分部分项工程量清单与计价表
工程名称：道路及广场铺装
标段：
第4页共7页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
工程量
综合
单位
材料设备
合价
单价
暂估合价
绿化与铺装交接处
500*200*200烧面芝麻深灰花
岗岩
10
050201003001
路牙铺设
20厚1:3水泥砂浆
m
3231.48
235.12759785.58
100厚C15砼
素土夯实，密度度>90%
绿化边缘收边花岗
600*150*50厚芝麻灰烧面花岗
11
050201003002
岩砌边
岩
m
2564.51
178.17456918.75
300厚MU7.5灰砂砖砌筑
500*100*50厚芝麻深灰火烧面
12
050201003003
共挤木收边平缘石
花岗岩平缘石
65.69
31.99
2101.42
30厚1:2水泥砂浆
分部小计
1218805.75
垃圾桶
(1)高度：0.8~1.2m
垃圾桶
13
050307017002
(2)其他：满足设计图纸，规范
个
31
520.00
16120.00
及招标文件要求
分部小计
16120.00
分部小计
5856765.42
本页小计
1234925.75
合
计
5856765.42",positive
土质,0.37352389097213745,100-48-21,100,"【运动场围网】
第49页（OCR识别）
分部分项工程量清单与计价表
工程名称：运动场围网
标段：
第2页共5页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
运动场围网
4厚DN100镀锌钢管表面喷黑漆
横杆DN65镀锌钢管表面喷黑漆
050307008001
围网
Φ3镀锌铁丝网（网孔<50*50）
m2
1039.56
229.22238287.94
其他：满足设计图纸，规范及
招标文件要求
1.预埋5mm厚350*350mm钢板，
锚固A8和A16圆钢
2.预埋螺栓6M16,L=550
010516002001
预埋铁件
2
3.预埋Φ16热镀锌钢避雷杆及
0.731
12041.45
8802.30
避雷钢筋
4.其他：满足设计图纸，规范
及招标文件要求
1.C30砼钢管基础
3
010501003001
C30砼基础
2.其他：满足设计图纸，规范
m3
19.50
714.7213937.04
及招标文件要求
1.C20砼包封
010501003002
C20砼包封
2.其他：满足设计图纸，规范
4
m3
0. 47
1005.45
472.56
及招标文件要求
(1)机械挖基坑土方，考虑6%
人工辅助挖土
5
010101004001
挖基坑土方
(2)土壤类别：综合考虑
m3
94.38
10.41
982.50
(3)具体见招标文件及相关技
术规范要求
1.密实度满足设计要求
2.土方来源：现场开挖土方
010103001001
回填方
6
3.其他：满足设计图纸，规范
m3
74.88
26.86
2011.28
及招标文件要求
1.装车、运距、土石方类别：
投标人自行考虑
余方弃置
2.弃土场受纳处置费计入“工
7
010103002001
m3
程建设其他费用”中
19.50
40.75
794.63
3.其他：满足设计图纸，规范
及招标文件要求
分部小计
265288.25
本页小计
265288.25
合计
265288.25",土石方工程,48,100_origin.pdf,,"## 【运动场围网 - 第49页】

分部分项工程量清单与计价表
工程名称：运动场围网
标段：
第2页共5页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
运动场围网
4厚DN100镀锌钢管表面喷黑漆
横杆DN65镀锌钢管表面喷黑漆
050307008001
围网
Φ3镀锌铁丝网（网孔<50*50）
m2
1039.56
229.22238287.94
其他：满足设计图纸，规范及
招标文件要求
1.预埋5mm厚350*350mm钢板，
锚固A8和A16圆钢
2.预埋螺栓6M16,L=550
010516002001
预埋铁件
2
3.预埋Φ16热镀锌钢避雷杆及
0.731
12041.45
8802.30
避雷钢筋
4.其他：满足设计图纸，规范
及招标文件要求
1.C30砼钢管基础
3
010501003001
C30砼基础
2.其他：满足设计图纸，规范
m3
19.50
714.7213937.04
及招标文件要求
1.C20砼包封
010501003002
C20砼包封
2.其他：满足设计图纸，规范
4
m3
0. 47
1005.45
472.56
及招标文件要求
(1)机械挖基坑土方，考虑6%
人工辅助挖土
5
010101004001
挖基坑土方
(2)土壤类别：综合考虑
m3
94.38
10.41
982.50
(3)具体见招标文件及相关技
术规范要求
1.密实度满足设计要求
2.土方来源：现场开挖土方
010103001001
回填方
6
3.其他：满足设计图纸，规范
m3
74.88
26.86
2011.28
及招标文件要求
1.装车、运距、土石方类别：
投标人自行考虑
余方弃置
2.弃土场受纳处置费计入“工
7
010103002001
m3
程建设其他费用”中
19.50
40.75
794.63
3.其他：满足设计图纸，规范
及招标文件要求
分部小计
265288.25
本页小计
265288.25
合计
265288.25",positive
土质,0.3922659158706665,100-91-41,100,"【地面绿化】
第92页（OCR识别）
分部分项工程量清单与计价表
工程名称：地面绿化
标段：
第13页共16页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
1.名称：原有乔木
2.胸（地）径：10cm以外-15cm以
内
3.运距：综合考虑
63
050102001004
移植乔木
株
4.养护：养护期6个月
324
552.83179116.92
5.其他：不分树种综合考虑起
挖、种植，满足招标文件、设
计及规范要求
1.名称：原有乔木
2.胸（地）径：10cm以内
3.运距：综合考虑
050102001005
移植乔木
64
4.养护：养护期6个月
株
655
326.66213962.30
5.其他：不分树种综合考虑起
挖、种植，满足招标文件、设
计及规范要求
分部小计
503241.67
分部小计
4326237.38
本页小计
393079.22
合计
4326237.38",土石方工程,91,100_origin.pdf,,"## 【地面绿化 - 第92页】

分部分项工程量清单与计价表
工程名称：地面绿化
标段：
第13页共16页
金额(元)
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
1.名称：原有乔木
2.胸（地）径：10cm以外-15cm以
内
3.运距：综合考虑
63
050102001004
移植乔木
株
4.养护：养护期6个月
324
552.83179116.92
5.其他：不分树种综合考虑起
挖、种植，满足招标文件、设
计及规范要求
1.名称：原有乔木
2.胸（地）径：10cm以内
3.运距：综合考虑
050102001005
移植乔木
64
4.养护：养护期6个月
株
655
326.66213962.30
5.其他：不分树种综合考虑起
挖、种植，满足招标文件、设
计及规范要求
分部小计
503241.67
分部小计
4326237.38
本页小计
393079.22
合计
4326237.38",negative
