query,score,chunk_id,document_id,text,stage,page_idx,source_file,headers_norm,content,type
挖深,0.38424742221832275,101-237-187,101,"【地下室给排水工程】
第238页（OCR识别）
分部分项工程量清单与计价表
标段：
第19页共36页
工程名称：地下室给排水工程
金额（元）
计量
项目编码
项目名称
项目特征描述
工程量
综合
材料设备
序号
单位
合价
单价
暂估合价
1.隔油提升一体化设备
2.配全密闭污水提升泵站（双
泵站，带切割）Q=10L/s
H=20mP=4kW1600L一用一备
3.配套：自带电缆、浮球阀、
潜水泵
含导轨等
套
105030109011006
39433.6339433.63
4.减振装置形式：基础制安，减
震设施，详见设计图纸
5.综合考虑地下室增加费及超
高增加费，满足设计及规范要
求
1.污水提升装置（全密闭）
2.Q=5.6L/sH=15.0m N=3KW
污水箱450L，双泵，带切割，
一用一备
3.配套：自带电缆、浮球阀、
潜水泵
含导轨等
套
106030109011007
16402.6332805.26
4.减振装置形式：基础制安，减
震设施，详见设计图纸
5.综合考虑地下室增加费及超
高增加费，满足设计及规范要
求
1.安装部位：室内
2.介质：压力排水
3.材质、规格：热镀锌普通焊
接钢管DN150
4.连接形式：沟槽连接
镀锌钢管
5.组件：含管件、管卡制安
m
840.00
234.78197215.20
107
031001001001
6.压力试验及吹、洗设计要求
：详设计图纸要求，管道刷色
7.综合考虑地下室增加费及超
高增加费，满足设计及规范要
求
1.安装部位：室内
2.介质：压力排水
3.材质、规格：热镀锌普通焊
接钢管DN100
4.连接形式：沟槽连接
031001001002
镀锌钢管
5.组件：含管件、管卡制安
IⅢ
836.00
196.52164290.72
108
6.压力试验及吹、洗设计要求
：详设计图纸要求，管道刷色
7.综合考虑地下室增加费及超
高增加费，满足设计及规范要
求
本页小计
433744.81",土石方工程,237,101_origin.pdf,,"## 【地下室给排水工程 - 第238页】

分部分项工程量清单与计价表
标段：
第19页共36页
工程名称：地下室给排水工程
金额（元）
计量
项目编码
项目名称
项目特征描述
工程量
综合
材料设备
序号
单位
合价
单价
暂估合价
1.隔油提升一体化设备
2.配全密闭污水提升泵站（双
泵站，带切割）Q=10L/s
H=20mP=4kW1600L一用一备
3.配套：自带电缆、浮球阀、
潜水泵
含导轨等
套
105030109011006
39433.6339433.63
4.减振装置形式：基础制安，减
震设施，详见设计图纸
5.综合考虑地下室增加费及超
高增加费，满足设计及规范要
求
1.污水提升装置（全密闭）
2.Q=5.6L/sH=15.0m N=3KW
污水箱450L，双泵，带切割，
一用一备
3.配套：自带电缆、浮球阀、
潜水泵
含导轨等
套
106030109011007
16402.6332805.26
4.减振装置形式：基础制安，减
震设施，详见设计图纸
5.综合考虑地下室增加费及超
高增加费，满足设计及规范要
求
1.安装部位：室内
2.介质：压力排水
3.材质、规格：热镀锌普通焊
接钢管DN150
4.连接形式：沟槽连接
镀锌钢管
5.组件：含管件、管卡制安
m
840.00
234.78197215.20
107
031001001001
6.压力试验及吹、洗设计要求
：详设计图纸要求，管道刷色
7.综合考虑地下室增加费及超
高增加费，满足设计及规范要
求
1.安装部位：室内
2.介质：压力排水
3.材质、规格：热镀锌普通焊
接钢管DN100
4.连接形式：沟槽连接
031001001002
镀锌钢管
5.组件：含管件、管卡制安
IⅢ
836.00
196.52164290.72
108
6.压力试验及吹、洗设计要求
：详设计图纸要求，管道刷色
7.综合考虑地下室增加费及超
高增加费，满足设计及规范要
求
本页小计
433744.81",negative
挖深,0.4105464518070221,101-83-64,101,"【地下室强电工程】
第84页（OCR识别）
分部分项工程量清单与计价表
工程名称：地下室强电工程
标段：
第33页共48页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
（1）名称：双电源切换装置调试
自动投入装置
（2）综合考虑地下室增加费及
165030414004001
系统
超高增加费，满足招标文件、
18
466.32
8393.76
设计及规范要求
（1）名称：事故照明切换装置调
试
166030414006001
事故照明切换装置
(2）综合考虑地下室增加费及
系统
511.54
2046.16
超高增加费，满足招标文件、
设计及规范要求
（1）名称：电动机的检查接线及
调试
低压交流异步电动
（2）容量（kW）：1.5kW以下
167030406006002
台
机
（3）综合考虑地下室增加费及
52
147.50
7670.00
超高增加费，满足招标文件、
设计及规范要求
（1）名称：电动机的检查接线及
调试
低压交流异步电动
（2）容量（kW）：3kW以下
168030406006001
台
机
(3)综合考虑地下室增加费及
230.86
1616.02
超高增加费，满足招标文件、
设计及规范要求
（1）名称：电动机的检查接线及
调试
低压交流异步电动
（2）容量（kW）：13kW以下
169030406006003
台
(3)综合考虑地下室增加费及
13
429.52
机
5583.76
超高增加费，满足招标文件、
设计及规范要求
（1）名称：电动机的检查接线及
调试
低压交流异步电动
（2）容量（kW）：100kW以下
170030406006004
台
机
（3）综合考虑地下室增加费及
3
897.85
2693.55
超高增加费，满足招标文件、
设计及规范要求
分部小计
3188096.66
电动车充电桩工程
（1）名称：充电桩配电箱B2AP-
CDZ
(2)安装方式：明装
（3）其他：箱的配置详见系统图
171
030404017049
配电箱
台
（4）满足设计、规范及招标文
3
9295.0327885.09
件要求
（5）综合考虑地下室增加费及
超高增加费
本页小计
55888.34",土石方工程,83,101_origin.pdf,,"## 【地下室强电工程 - 第84页】

分部分项工程量清单与计价表
工程名称：地下室强电工程
标段：
第33页共48页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
（1）名称：双电源切换装置调试
自动投入装置
（2）综合考虑地下室增加费及
165030414004001
系统
超高增加费，满足招标文件、
18
466.32
8393.76
设计及规范要求
（1）名称：事故照明切换装置调
试
166030414006001
事故照明切换装置
(2）综合考虑地下室增加费及
系统
511.54
2046.16
超高增加费，满足招标文件、
设计及规范要求
（1）名称：电动机的检查接线及
调试
低压交流异步电动
（2）容量（kW）：1.5kW以下
167030406006002
台
机
（3）综合考虑地下室增加费及
52
147.50
7670.00
超高增加费，满足招标文件、
设计及规范要求
（1）名称：电动机的检查接线及
调试
低压交流异步电动
（2）容量（kW）：3kW以下
168030406006001
台
机
(3)综合考虑地下室增加费及
230.86
1616.02
超高增加费，满足招标文件、
设计及规范要求
（1）名称：电动机的检查接线及
调试
低压交流异步电动
（2）容量（kW）：13kW以下
169030406006003
台
(3)综合考虑地下室增加费及
13
429.52
机
5583.76
超高增加费，满足招标文件、
设计及规范要求
（1）名称：电动机的检查接线及
调试
低压交流异步电动
（2）容量（kW）：100kW以下
170030406006004
台
机
（3）综合考虑地下室增加费及
3
897.85
2693.55
超高增加费，满足招标文件、
设计及规范要求
分部小计
3188096.66
电动车充电桩工程
（1）名称：充电桩配电箱B2AP-
CDZ
(2)安装方式：明装
（3）其他：箱的配置详见系统图
171
030404017049
配电箱
台
（4）满足设计、规范及招标文
3
9295.0327885.09
件要求
（5）综合考虑地下室增加费及
超高增加费
本页小计
55888.34",negative
挖深,0.38364219665527344,101-236-186,101,"【地下室给排水工程】
第237页（OCR识别）
分部分项工程量清单与计价表
工程名称：地下室给排水工程
标段：
第18页共36页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
分部小计
71937.08
压力排水系统
1.名称：潜污泵Q=40m3/h
H=20mN=4kW
2.配套：自带电缆、浮球阀、
含导轨等
101
030109011001
潜水泵
3.减振装置形式：基础制安，减
台
2
3588.12
7176.24
震设施，详见设计图纸
4.综合考虑地下室增加费及超
高增加费，满足设计及规范要
求
1.名称：潜污泵Q=40m3/h
H=15mN=4kW
2.配套：自带电缆、浮球阀、
含导轨等
102
030109011002
潜水泵
3.减振装置形式：基础制安，减
台
10
3588.1235881.20
震设施，详见设计图纸
4.综合考虑地下室增加费及超
高增加费，满足设计及规范要
求
1.名称：潜污泵Q=25m3/h
H=15mN=3kW
2.配套：自带电缆、浮球阀、
含导轨等
103030109011003
潜水泵
3.减振装置形式：基础制安，减
台
22
3288.12
72338.64
震设施，详见设计图纸
4.综合考虑地下室增加费及超
高增加费，满足设计及规范要
求
1.名称：潜污泵Q=10m3/h
H=15mN=1.5kW
2.配套：自带电缆、浮球阀、
含导轨等
104030109011004
潜水泵
3.减振装置形式：基础制安，减
台
2
2588.12
5176.24
震设施，详见设计图纸
4.综合考虑地下室增加费及超
高增加费，满足设计及规范要
求
本页小计
120572.32",土石方工程,236,101_origin.pdf,,"## 【地下室给排水工程 - 第237页】

分部分项工程量清单与计价表
工程名称：地下室给排水工程
标段：
第18页共36页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
分部小计
71937.08
压力排水系统
1.名称：潜污泵Q=40m3/h
H=20mN=4kW
2.配套：自带电缆、浮球阀、
含导轨等
101
030109011001
潜水泵
3.减振装置形式：基础制安，减
台
2
3588.12
7176.24
震设施，详见设计图纸
4.综合考虑地下室增加费及超
高增加费，满足设计及规范要
求
1.名称：潜污泵Q=40m3/h
H=15mN=4kW
2.配套：自带电缆、浮球阀、
含导轨等
102
030109011002
潜水泵
3.减振装置形式：基础制安，减
台
10
3588.1235881.20
震设施，详见设计图纸
4.综合考虑地下室增加费及超
高增加费，满足设计及规范要
求
1.名称：潜污泵Q=25m3/h
H=15mN=3kW
2.配套：自带电缆、浮球阀、
含导轨等
103030109011003
潜水泵
3.减振装置形式：基础制安，减
台
22
3288.12
72338.64
震设施，详见设计图纸
4.综合考虑地下室增加费及超
高增加费，满足设计及规范要
求
1.名称：潜污泵Q=10m3/h
H=15mN=1.5kW
2.配套：自带电缆、浮球阀、
含导轨等
104030109011004
潜水泵
3.减振装置形式：基础制安，减
台
2
2588.12
5176.24
震设施，详见设计图纸
4.综合考虑地下室增加费及超
高增加费，满足设计及规范要
求
本页小计
120572.32",negative
挖深,0.3818317651748657,101-91-72,101,"【地下室强电工程】
第92页（OCR识别）
分部分项工程量清单与计价表
工程名称：地下室强电工程
标段：
第41页共48页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
（1)类型：防护密闭套管及密闭
接线盒制安
(2）规格：DN25
222
031002003001
套管
(3）密闭接线盒
个
84
117.31
9854.04
(4）综合考虑地下室增加费及
超高增加费，满足招标文件、
设计及规范要求
(1)类型：防护密闭套管及密闭
接线盒制安
（2）规格：DN32
223031002003002
套管
(3）密闭接线盒
个
36
110.16
3965.76
（4）综合考虑地下室增加费及
超高增加费，满足招标文件、
设计及规范要求
（1）类型：防护密闭套管制安
(2）规格：DN50
224031002003003
套管
（3）综合考虑地下室增加费及
个
25
446.39
11159.75
超高增加费，满足招标文件、
设计及规范要求
(1)类型：防护密闭套管制安
(2）规格：DN100
225031002003004
套管
(3）综合考虑地下室增加费及
个
726.80
2907.20
超高增加费，满足招标文件、
设计及规范要求
（1）名称：电动机的检查接线及
调试
低压交流异步电动
（2）容量（kW）：3kW以下
226030406006005
台
机
（3）综合考虑地下室增加费及
230.86
1616.02
超高增加费，满足招标文件、
设计及规范要求
（1）名称：电动机的检查接线及
调试
低压交流异步电动
（2）容量（kW）：13kW以下
030406006006
台
227
机
（3）综合考虑地下室增加费及
429.52
1718.08
超高增加费，满足招标文件、
设计及规范要求
分部小计
496692.14
人防-通信部分
（1）名称：三种通风方式控制箱
（2）规格：CXRF-SFKA
（3）安装方式：墙上明装
228030404016007
控制箱
台
（4)综合考虑地下室增加费及
2284.80
9139.20
超高增加费，满足招标文件、
设计及规范要求
本页小计
40360.05",土石方工程,91,101_origin.pdf,,"## 【地下室强电工程 - 第92页】

分部分项工程量清单与计价表
工程名称：地下室强电工程
标段：
第41页共48页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
（1)类型：防护密闭套管及密闭
接线盒制安
(2）规格：DN25
222
031002003001
套管
(3）密闭接线盒
个
84
117.31
9854.04
(4）综合考虑地下室增加费及
超高增加费，满足招标文件、
设计及规范要求
(1)类型：防护密闭套管及密闭
接线盒制安
（2）规格：DN32
223031002003002
套管
(3）密闭接线盒
个
36
110.16
3965.76
（4）综合考虑地下室增加费及
超高增加费，满足招标文件、
设计及规范要求
（1）类型：防护密闭套管制安
(2）规格：DN50
224031002003003
套管
（3）综合考虑地下室增加费及
个
25
446.39
11159.75
超高增加费，满足招标文件、
设计及规范要求
(1)类型：防护密闭套管制安
(2）规格：DN100
225031002003004
套管
(3）综合考虑地下室增加费及
个
726.80
2907.20
超高增加费，满足招标文件、
设计及规范要求
（1）名称：电动机的检查接线及
调试
低压交流异步电动
（2）容量（kW）：3kW以下
226030406006005
台
机
（3）综合考虑地下室增加费及
230.86
1616.02
超高增加费，满足招标文件、
设计及规范要求
（1）名称：电动机的检查接线及
调试
低压交流异步电动
（2）容量（kW）：13kW以下
030406006006
台
227
机
（3）综合考虑地下室增加费及
429.52
1718.08
超高增加费，满足招标文件、
设计及规范要求
分部小计
496692.14
人防-通信部分
（1）名称：三种通风方式控制箱
（2）规格：CXRF-SFKA
（3）安装方式：墙上明装
228030404016007
控制箱
台
（4)综合考虑地下室增加费及
2284.80
9139.20
超高增加费，满足招标文件、
设计及规范要求
本页小计
40360.05",negative
挖深,0.37990087270736694,101-85-66,101,"【地下室强电工程】
第86页（OCR识别）
分部分项工程量清单与计价表
工程名称：地下室强电工程
标段：
第35页共48页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
(1)名称：接地母线安装
（2）材质：热镀锌扁钢40×4
179030409002002
接地母线
(3)综合考虑地下室增加费及
m
3256.98
40.09130572.33
超高增加费，满足招标文件、
设计及规范要求
（1）名称：塑料管PC32
(2）配置形式：暗敷
180030411001023
配管
(3)综合考虑地下室增加费及
m
20.20
19.38
391.48
超高增加费，满足招标文件、
设计及规范要求
（1）名称：动力配线
（2）规格：NH-BV-1x35mm2
181
030411004007
配线
(3）综合考虑地下室增加费及
m
20.20
33.96
685.99
超高增加费，满足招标文件、
设计及规范要求
（1）名称：接地网调试
(2）综合考虑地下室增加费及
182030414011001
接地装置
系统
超高增加费，满足招标文件、
1242.79
4971.16
设计及规范要求
分部小计
173044.23
人防电气
人防-动力部分
（1）人防配电总柜RAA1
（2）综合考虑地下室增加费及
183030404004001
低压开关柜（屏）
台
超高增加费，满足招标文件、
32050.4032050.40
设计及规范要求
（1）人防配电出线柜RAA2-7
(2）综合考虑地下室增加费及
184030404004002
低压开关柜（屏）
台
超高增加费，满足招标文件、
322050.4066151.20
设计及规范要求
（1）名称：双电源切换箱
B2RFAP1~2
(2）接线端子材质、规格：满足
设计图纸及技术规范要求
(3）配套附件：含连接母排等附
185030404017051
配电箱
件
台
10607.1321214.26
（4）基础形式、材质、规格：基
础槽钢制作安装
（5）安装方式：落地安装
（6）调试：满足设计图纸及技术
规范要求
本页小计
256036.82",土石方工程,85,101_origin.pdf,,"## 【地下室强电工程 - 第86页】

分部分项工程量清单与计价表
工程名称：地下室强电工程
标段：
第35页共48页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
(1)名称：接地母线安装
（2）材质：热镀锌扁钢40×4
179030409002002
接地母线
(3)综合考虑地下室增加费及
m
3256.98
40.09130572.33
超高增加费，满足招标文件、
设计及规范要求
（1）名称：塑料管PC32
(2）配置形式：暗敷
180030411001023
配管
(3)综合考虑地下室增加费及
m
20.20
19.38
391.48
超高增加费，满足招标文件、
设计及规范要求
（1）名称：动力配线
（2）规格：NH-BV-1x35mm2
181
030411004007
配线
(3）综合考虑地下室增加费及
m
20.20
33.96
685.99
超高增加费，满足招标文件、
设计及规范要求
（1）名称：接地网调试
(2）综合考虑地下室增加费及
182030414011001
接地装置
系统
超高增加费，满足招标文件、
1242.79
4971.16
设计及规范要求
分部小计
173044.23
人防电气
人防-动力部分
（1）人防配电总柜RAA1
（2）综合考虑地下室增加费及
183030404004001
低压开关柜（屏）
台
超高增加费，满足招标文件、
32050.4032050.40
设计及规范要求
（1）人防配电出线柜RAA2-7
(2）综合考虑地下室增加费及
184030404004002
低压开关柜（屏）
台
超高增加费，满足招标文件、
322050.4066151.20
设计及规范要求
（1）名称：双电源切换箱
B2RFAP1~2
(2）接线端子材质、规格：满足
设计图纸及技术规范要求
(3）配套附件：含连接母排等附
185030404017051
配电箱
件
台
10607.1321214.26
（4）基础形式、材质、规格：基
础槽钢制作安装
（5）安装方式：落地安装
（6）调试：满足设计图纸及技术
规范要求
本页小计
256036.82",negative
挖深,0.37947601079940796,101-84-65,101,"【地下室强电工程】
第85页（OCR识别）
分部分项工程量清单与计价表
工程名称：地下室强电工程
标段：
第34页共48页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
（1）名称：充电桩7.0kW
（2）参数：详见设计要求
(3）满足设计、规范及招标文
172
030404017050
配电箱
件要求
台
58
2594.97150508.26
（4）综合考虑地下室增加费及
超高增加费
（1）名称：电力电缆WDZ-YJY-
3x10mm2
（2）电压等级：1kv以下
173
030408001051
电力电缆
(3)满足设计、规范及招标文
m
1755.56
33.77
59285.26
件要求
(4)综合考虑地下室增加费及
超高增加费
(1)名称：镀锌钢管SC40
(2)配置形式：暗敷
(3)满足设计、规范及招标文
174030411001022
配管
件要求
m
107.50
50.00
5375.00
(4)综合考虑地下室增加费及
超高增加费
（1）名称：电缆终端头
（2）规格：WDZ-YJY-3x10mm2
（3）电压等级（kV）：1kV以下
175
030408006022
电力电缆头
（4）满足设计、规范及招标文
个
86
66.89
5752.54
件要求
(5）综合考虑地下室增加费及
超高增加费
（1）名称：1kV以下交流供电系
统调试
(2）满足设计、规范及招标文
176
030414002001
送配电装置系统
系统
件要求
3
760.99
2282.97
(3）综合考虑地下室增加费及
超高增加费
分部小计
251089.12
基础接地
（1）名称：接地引下线
(2)材质：利用建筑主筋焊接连
通
177
030409003001
避雷引下线
（3）综合考虑地下室增加费及
m
2451.20
14.0334390.34
超高增加费，满足招标文件、
设计及规范要求
（1）名称：接地母线安装
（2）材质：热镀锌扁钢80×5
178030409002001
接地母线
(3）综合考虑地下室增加费及
m
40.40
50.32
2032.93
超高增加费，满足招标文件、
设计及规范要求
本页小计
259627.30",土石方工程,84,101_origin.pdf,,"## 【地下室强电工程 - 第85页】

分部分项工程量清单与计价表
工程名称：地下室强电工程
标段：
第34页共48页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
（1）名称：充电桩7.0kW
（2）参数：详见设计要求
(3）满足设计、规范及招标文
172
030404017050
配电箱
件要求
台
58
2594.97150508.26
（4）综合考虑地下室增加费及
超高增加费
（1）名称：电力电缆WDZ-YJY-
3x10mm2
（2）电压等级：1kv以下
173
030408001051
电力电缆
(3)满足设计、规范及招标文
m
1755.56
33.77
59285.26
件要求
(4)综合考虑地下室增加费及
超高增加费
(1)名称：镀锌钢管SC40
(2)配置形式：暗敷
(3)满足设计、规范及招标文
174030411001022
配管
件要求
m
107.50
50.00
5375.00
(4)综合考虑地下室增加费及
超高增加费
（1）名称：电缆终端头
（2）规格：WDZ-YJY-3x10mm2
（3）电压等级（kV）：1kV以下
175
030408006022
电力电缆头
（4）满足设计、规范及招标文
个
86
66.89
5752.54
件要求
(5）综合考虑地下室增加费及
超高增加费
（1）名称：1kV以下交流供电系
统调试
(2）满足设计、规范及招标文
176
030414002001
送配电装置系统
系统
件要求
3
760.99
2282.97
(3）综合考虑地下室增加费及
超高增加费
分部小计
251089.12
基础接地
（1）名称：接地引下线
(2)材质：利用建筑主筋焊接连
通
177
030409003001
避雷引下线
（3）综合考虑地下室增加费及
m
2451.20
14.0334390.34
超高增加费，满足招标文件、
设计及规范要求
（1）名称：接地母线安装
（2）材质：热镀锌扁钢80×5
178030409002001
接地母线
(3）综合考虑地下室增加费及
m
40.40
50.32
2032.93
超高增加费，满足招标文件、
设计及规范要求
本页小计
259627.30",negative
挖深,0.3755275011062622,101-208-168,101,"【厨房、泳池、体育馆及其他强电工程】
第209页（OCR识别）
分部分项工程量清单与计价表
工程名称：厨房、泳池、体育馆及其他强电工程
标段：
第22页共25页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
合价
材料设备
单价
暂估合价
（1）名称：接地引下线
（2）材质：利用建筑主筋焊接连
通
119
030409003001
避雷引下线
(3)综合考虑地下室增加费及
m
2451.20
14.03
34390.34
超高增加费，满足招标文件、
设计及规范要求
（1）名称：接地母线安装
(2）材质：热镀锌扁钢80×5
120
030409002001
接地母线
（3）综合考虑地下室增加费及
m
40.40
50.32
2032.93
超高增加费，满足招标文件、
设计及规范要求
（1）名称：接地母线安装
(2）材质：热镀锌扁钢40×4
121030409002002
接地母线
(3）综合考虑地下室增加费及
m
3256.98
40.09130572.33
超高增加费，满足招标文件、
设计及规范要求
（1）名称：塑料管PC32
(2）配置形式：暗敷
122
030411001023
配管
(3)综合考虑地下室增加费及
m
20.20
19.38
391.48
超高增加费，满足招标文件、
设计及规范要求
（1）名称：动力配线
（2）规格：NH-BV-1x35mm2
123
030411004007
配线
（3）综合考虑地下室增加费及
m
20.20
33.96
685.99
超高增加费，满足招标文件、
设计及规范要求
（1）名称：接地网调试
(2）综合考虑地下室增加费及
124
030414011001
接地装置
系统
超高增加费，满足招标文件、
1242.79
4971.16
设计及规范要求
分部小计
173044.23
本页小计
173044.23
合
计
2181169.65",土石方工程,208,101_origin.pdf,,"## 【厨房、泳池、体育馆及其他强电工程 - 第209页】

分部分项工程量清单与计价表
工程名称：厨房、泳池、体育馆及其他强电工程
标段：
第22页共25页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
合价
材料设备
单价
暂估合价
（1）名称：接地引下线
（2）材质：利用建筑主筋焊接连
通
119
030409003001
避雷引下线
(3)综合考虑地下室增加费及
m
2451.20
14.03
34390.34
超高增加费，满足招标文件、
设计及规范要求
（1）名称：接地母线安装
(2）材质：热镀锌扁钢80×5
120
030409002001
接地母线
（3）综合考虑地下室增加费及
m
40.40
50.32
2032.93
超高增加费，满足招标文件、
设计及规范要求
（1）名称：接地母线安装
(2）材质：热镀锌扁钢40×4
121030409002002
接地母线
(3）综合考虑地下室增加费及
m
3256.98
40.09130572.33
超高增加费，满足招标文件、
设计及规范要求
（1）名称：塑料管PC32
(2）配置形式：暗敷
122
030411001023
配管
(3)综合考虑地下室增加费及
m
20.20
19.38
391.48
超高增加费，满足招标文件、
设计及规范要求
（1）名称：动力配线
（2）规格：NH-BV-1x35mm2
123
030411004007
配线
（3）综合考虑地下室增加费及
m
20.20
33.96
685.99
超高增加费，满足招标文件、
设计及规范要求
（1）名称：接地网调试
(2）综合考虑地下室增加费及
124
030414011001
接地装置
系统
超高增加费，满足招标文件、
1242.79
4971.16
设计及规范要求
分部小计
173044.23
本页小计
173044.23
合
计
2181169.65",negative
挖深,0.37697339057922363,101-80-61,101,"【地下室强电工程】
第81页（OCR识别）
分部分项工程量清单与计价表
工程名称：地下室强电工程
标段：
第30页共48页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
（1）类型：防护密闭套管制作、
安装
（2）规格：DN100（穿管管径）
(3）封堵：满足设计及规范要求
148030817008001
套管制作安装
（4）满足设计、规范及招标文
37
398.8014755.60
件要求
(5）综合考虑地下室增加费及
超高增加费
（1）类型：防护密闭套管制作、
安装
（2）规格：DN150（穿管管径）
(3）封堵：满足设计及规范要求
149
030817008002
套管制作安装
(4)满足设计、规范及招标文
16
522.78
8364.48
件要求
(5)综合考虑地下室增加费及
超高增加费
(1)类型：防护密闭套管制作、
安装
(2）规格：DN32（穿管管径）
（3）封堵：满足设计及规范要求
150
030817008003
套管制作安装
（4）满足设计、规范及招标文
40
271.11
10844.40
件要求
(5）综合考虑地下室增加费及
超高增加费
(1)类型：防护密闭套管制作、
安装
（2）规格：DN25（穿管管径）
套管制作安装
（3）封堵：满足设计及规范要求
151
030817008004
（4）满足设计、规范及招标文
45
271.11
12199.95
件要求
（5）综合考虑地下室增加费及
超高增加费
(1)名称：暗装单极照明开关
(2）型号及规格：250V，10A
(3）安装方式：详见设计图纸
152
030404034001
照明开关
（4）其他：满足招标文件、设计
51
27.51
1403.01
及规范要求
(5)综合考虑地下室增加费及
超高增加费
(1)名称：暗装双极照明开关
(2）型号及规格：250V，10A
(3）安装方式：详见设计图纸
153
030404034002
照明开关
（4)其他：满足招标文件、设计
63
30.18
1901.34
及规范要求
(5）综合考虑地下室增加费及
超高增加费
本页小计
49468.78",土石方工程,80,101_origin.pdf,,"## 【地下室强电工程 - 第81页】

分部分项工程量清单与计价表
工程名称：地下室强电工程
标段：
第30页共48页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
（1）类型：防护密闭套管制作、
安装
（2）规格：DN100（穿管管径）
(3）封堵：满足设计及规范要求
148030817008001
套管制作安装
（4）满足设计、规范及招标文
37
398.8014755.60
件要求
(5）综合考虑地下室增加费及
超高增加费
（1）类型：防护密闭套管制作、
安装
（2）规格：DN150（穿管管径）
(3）封堵：满足设计及规范要求
149
030817008002
套管制作安装
(4)满足设计、规范及招标文
16
522.78
8364.48
件要求
(5)综合考虑地下室增加费及
超高增加费
(1)类型：防护密闭套管制作、
安装
(2）规格：DN32（穿管管径）
（3）封堵：满足设计及规范要求
150
030817008003
套管制作安装
（4）满足设计、规范及招标文
40
271.11
10844.40
件要求
(5）综合考虑地下室增加费及
超高增加费
(1)类型：防护密闭套管制作、
安装
（2）规格：DN25（穿管管径）
套管制作安装
（3）封堵：满足设计及规范要求
151
030817008004
（4）满足设计、规范及招标文
45
271.11
12199.95
件要求
（5）综合考虑地下室增加费及
超高增加费
(1)名称：暗装单极照明开关
(2）型号及规格：250V，10A
(3）安装方式：详见设计图纸
152
030404034001
照明开关
（4）其他：满足招标文件、设计
51
27.51
1403.01
及规范要求
(5)综合考虑地下室增加费及
超高增加费
(1)名称：暗装双极照明开关
(2）型号及规格：250V，10A
(3）安装方式：详见设计图纸
153
030404034002
照明开关
（4)其他：满足招标文件、设计
63
30.18
1901.34
及规范要求
(5）综合考虑地下室增加费及
超高增加费
本页小计
49468.78",negative
工程量,0.5707746744155884,101-123-100,101,"【小学教学楼强电工程】
第124页（OCR识别）
分部分项工程量清单与计价表
工程名称：小学教学楼强电工程
标段：
第25页共28页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
本页小计
合计
3411854.46",土石方工程,123,101_origin.pdf,,"## 【小学教学楼强电工程 - 第124页】

分部分项工程量清单与计价表
工程名称：小学教学楼强电工程
标段：
第25页共28页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
本页小计
合计
3411854.46",negative
工程量,0.5514855980873108,101-279-221,101,"【中学教学楼给排水工程】
第280页（OCR识别）
分部分项工程量清单与计价表
工程名称：中学教学楼给排水工程
标段：
第11页共14页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
分部小计
224613.06
分部小计
657704.95
本页小计
合计
657704.95",土石方工程,279,101_origin.pdf,,"## 【中学教学楼给排水工程 - 第280页】

分部分项工程量清单与计价表
工程名称：中学教学楼给排水工程
标段：
第11页共14页
金额（元）
计量
序号
项目编码
项目名称
项目特征描述
单位
工程量
综合
材料设备
合价
单价
暂估合价
分部小计
224613.06
分部小计
657704.95
本页小计
合计
657704.95",positive
